Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Engagement,Average_Call_Duration,Revenue_Per_Month
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,0,190,74.6875,11.781621621621621
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,0,184,92.43076923076923,17.47945945945946
17,0,32,0,245,36,0,17,2,1,2,25,12.645,1,53,6.621621621621622,0.3831818181818182
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,0,124,117.16867469879519,6.810416666666667
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,1,112,58.04545454545455,6.61875
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,0,25,177.5,2.518823529411765
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,1,46,73.54838709677419,2.97
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,1,73,45.8235294117647,2.767777777777778
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,35,0,958,14,0,6,3,1,1,30,38.88,0,20,63.86666666666667,1.08
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,0,108,69.82758620689656,4.667424242424243
0,0,35,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
0,0,35,0,0,0,0,0,5,1,1,55,0.0,0,0,0.0,0.0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,0,307,67.39035087719299,22.633548387096774
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,0,384,59.009433962264154,40.976470588235294
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0,99,41.77777777777778,3.8487500000000003
0,0,34,0,955,33,13,20,3,1,2,30,91.52,0,66,28.08823529411765,2.6148571428571428
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,0,215,48.13953488372093,21.39
0,0,26,0,605,25,168,11,2,2,1,25,784.35,0,204,23.26923076923077,29.05
0,0,25,0,858,28,5,68,4,1,1,45,34.65,0,101,29.586206896551722,1.3326923076923076
0,0,26,0,0,0,0,0,2,1,2,25,0.0,0,0,0.0,0.0
0,0,25,0,0,0,0,0,4,1,2,45,0.0,0,0,0.0,0.0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0,34,23.40909090909091,0.9648
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,0,73,49.31372549019608,4.104
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0,32,61.5625,3.25
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,0,232,43.37404580152672,38.215294117647055
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0,248,51.06832298136646,21.970000000000002
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0,59,61.2,6.94
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0,229,122.66666666666667,100.92888888888889
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1,15,86.33333333333333,3.488888888888889
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,79,40.69090909090909,3.1712820512820517
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,25,58.333333333333336,1.052763157894737
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1,80,19.895833333333332,3.4438235294117647
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0,136,111.01063829787235,4.308648648648648
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1,148,58.76767676767677,10.357297297297299
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1,66,71.19047619047619,4.367777777777778
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,109,50.4,6.175135135135135
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,20,78.5,1.037162162162162
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,0,318,67.25941422594143,22.94015625
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1,240,35.54054054054054,33.18910714285714
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,34,75.0,2.7175925925925926
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,268,45.014084507042256,37.5825
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,284,51.93023255813954,25.6296875
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,95,62.0,14.110588235294117
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1,26,74.35,6.024
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0,136,111.01063829787235,4.308648648648648
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0,318,67.25941422594143,22.94015625
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1,26,74.35,6.024
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,80,61.59090909090909,5.022972972972973
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,428,39.054545454545455,46.7525
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,93,63.81967213114754,5.876081081081081
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,83,39.39622641509434,3.1810810810810812
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,127,45.064935064935064,7.353243243243243
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,327,60.44117647058823,32.31135135135135
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0,293,75.94827586206897,25.13888888888889
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,205,82.1219512195122,14.736216216216217
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,100,53.97435897435897,4.634594594594594
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,99,62.36666666666667,6.934864864864864
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,64,39.44897959183673,2.2497297297297294
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,296,67.43181818181819,21.355675675675673
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,503,126.81818181818181,54.498378378378376
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,347,85.76271186440678,37.07
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0,283,76.48148148148148,26.86111111111111
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0,17,63.333333333333336,0.7225
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,20,45.0,1.232027027027027
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,539,59.040983606557376,56.28
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,197,74.8993288590604,13.008888888888889
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,205,91.61428571428571,20.727500000000003
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1,65,15.476190476190476,2.23734375
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,127,115.11363636363636,7.2978571428571435
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,1,133,59.27956989247312,9.649285714285716
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,28,149.11764705882354,3.0921212121212123
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,51,74.58333333333333,3.864705882352941
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1,94,50.333333333333336,5.372571428571429
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,23,68.15,1.5794285714285714
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,118,70.43478260869566,5.68046875
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1,5,161.5,0.3742857142857143
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,310,67.6824034334764,24.003
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,405,60.0,45.231818181818184
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,102,44.324675324675326,4.485857142857142
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,87,34.87179487179487,5.291764705882352
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,236,51.5625,24.84257142857143
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1,225,32.58064516129032,33.99230769230769
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0,122,37.14705882352941,3.596
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,27,19.75,1.235769230769231
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,19,104.0,1.9240000000000002
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,49,34.074074074074076,4.02375
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0,77,52.142857142857146,5.125
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,53,66.19047619047619,9.291176470588235
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0,253,44.76470588235294,48.2040625
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0,269,51.975903614457835,27.4875
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0,80,63.7,13.298666666666666
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,250,116.71428571428571,124.595
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1,18,84.5,6.7275
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,0,88,59.78260869565217,5.184230769230769
0,0,39,0,73,2,5,4,2,1,1,25,25.875,0,11,24.333333333333332,0.646875
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,0,438,38.06896551724138,44.95855263157895
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0,98,61.765625,5.6635897435897435
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,0,88,38.357142857142854,3.106794871794872
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0,137,44.125,6.7784615384615385
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0,337,57.16216216216216,31.23179487179487
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0,303,74.53781512605042,24.408421052631578
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0,210,81.0059880239521,14.045128205128204
5,0,38,1,4270,80,0,25,3,1,1,30,174.0,0,105,52.71604938271605,4.461538461538462
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0,109,61.0,7.228846153846154
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0,74,38.32692307692308,2.711794871794872
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,0,306,66.79372197309416,20.837948717948716
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0,513,114.0,52.28102564102564
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,0,357,84.66666666666667,35.78565789473684
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0,293,74.46428571428571,26.04
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0,22,52.5,0.7590789473684211
0,0,38,0,465,11,11,8,2,1,1,25,70.92,0,30,38.75,1.8184615384615386
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1,0,0.0,0.0
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0,549,58.104,53.984605263157896
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,0,207,73.8157894736842,12.916842105263157
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0,215,88.67123287671232,20.30328947368421
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1,75,15.777777777777779,2.8508823529411766
19,0,36,8,10190,90,0,42,4,1,1,45,257.0,0,132,111.97802197802197,6.945945945945946
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1,143,58.052083333333336,9.812432432432432
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0,33,129.75,2.9874285714285715
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,1,61,70.38461538461539,3.8699999999999997
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1,104,48.166666666666664,5.690810810810811
0,0,36,0,0,0,0,0,3,1,1,30,0.0,1,0,0.0,0.0
0,0,36,0,1423,22,0,6,3,1,1,30,57.8,0,28,61.869565217391305,1.5621621621621622
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0,128,68.84210526315789,5.760294117647058
0,0,36,0,383,4,7,4,4,1,1,45,27.175,1,15,76.6,0.7344594594594595
0,0,36,1,93,1,2,2,5,1,1,55,4.41,0,5,46.5,0.11918918918918919
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0,315,67.07627118644068,22.59140625
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0,415,58.94736842105263,43.370999999999995
0,0,36,0,3473,79,0,28,2,1,1,25,159.84,0,107,43.4125,4.32
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,0,97,33.80952380952381,5.623333333333333
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,0,246,49.705882352941174,24.18445945945946
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,0,235,31.470588235294116,32.46910714285714
2,0,26,0,1323,36,28,68,4,1,1,45,103.975,0,132,35.75675675675676,3.850925925925926
9,0,27,0,455,22,8,7,2,1,1,25,57.465,0,37,19.782608695652176,2.0523214285714286
0,0,26,0,580,7,19,3,4,1,1,45,62.175,0,29,72.5,2.3027777777777776
8,0,25,0,980,29,17,13,2,1,1,25,121.905,0,59,32.666666666666664,4.688653846153846
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,0,87,50.50847457627118,5.596923076923077
0,0,18,0,1450,23,26,14,2,1,1,25,183.285,0,63,60.416666666666664,9.64657894736842
14,1,17,1,6148,138,83,42,1,2,1,15,802.23,0,263,44.23021582733813,44.568333333333335
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,0,279,51.40828402366864,24.93125
6,0,16,3,2608,42,29,19,3,1,1,30,222.0,0,90,60.651162790697676,13.058823529411764
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0,260,109.07894736842105,101.928
1,1,9,1,1243,16,0,7,3,1,1,30,50.36,1,23,73.11764705882354,5.036
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,0,75,63.57142857142857,5.228999999999999
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0,418,40.15384615384615,48.7575
2,0,34,0,3833,57,0,31,2,1,1,25,175.05,0,88,66.08620689655173,5.001428571428572
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,0,78,40.56,3.263857142857143
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,0,117,46.08108108108108,7.049571428571429
0,0,34,0,1995,30,273,14,3,1,1,30,1173.0,0,317,64.35483870967742,33.51428571428571
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,0,283,77.43362831858407,25.95529411764706
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0,200,83.27950310559007,15.506285714285715
0,0,34,0,4150,74,0,21,3,1,1,30,168.96,0,95,55.333333333333336,4.827428571428571
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,0,94,63.827586206896555,7.2501428571428574
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,0,58,40.71739130434783,2.192
17,0,34,1,14775,216,42,28,2,1,1,25,863.595,0,286,68.08755760368663,24.674142857142858
0,0,34,0,2730,18,471,4,3,1,1,30,1993.92,0,493,143.68421052631578,56.969142857142856
1,0,33,0,15120,173,138,26,2,1,1,25,1309.185,0,337,86.89655172413794,38.50544117647058
0,0,33,0,6135,77,174,22,3,1,1,30,944.48,0,273,78.65384615384616,27.778823529411767
0,0,33,0,510,5,0,7,2,1,2,25,23.175,0,12,85.0,0.6816176470588236
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0,10,57.5,0.5785714285714286
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,0,529,60.02521008403362,58.84544117647059
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0,188,76.02739726027397,13.229411764705883
0,0,33,0,6353,66,96,33,2,1,1,25,720.855,0,195,94.82089552238806,21.201617647058825
15,0,29,0,590,38,4,13,2,1,2,25,46.26,1,55,15.128205128205128,1.542
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,0,122,118.47058823529412,7.692424242424242
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,1,123,60.58888888888889,9.466363636363637
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,0,23,176.78571428571428,3.210322580645161
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,1,44,79.54545454545455,3.73640625
1,0,32,0,1903,35,22,27,3,1,2,30,165.52,1,84,52.861111111111114,5.015757575757576
0,1,32,0,0,0,0,0,2,1,2,25,0.0,1,0,0.0,0.0
0,0,32,0,1303,16,0,2,3,1,1,30,52.76,0,18,76.6470588235294,1.5987878787878786
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,0,108,72.13483146067416,5.59
0,0,32,0,263,1,0,1,3,1,2,30,10.56,1,2,131.5,0.32
0,0,32,0,0,0,0,0,4,1,1,45,0.0,0,0,0.0,0.0
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0,305,68.30434782608695,25.61625
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,0,395,61.111111111111114,47.332741935483874
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,0,97,45.310810810810814,4.671818181818182
0,0,31,0,1300,35,26,16,3,1,2,30,157.4,0,77,36.111111111111114,4.91875
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,0,226,53.666666666666664,25.580454545454543
0,0,23,0,950,27,181,7,2,2,1,25,858.465,0,215,33.92857142857143,35.769375000000004
0,0,22,0,1203,30,18,64,4,1,1,45,75.825,0,112,38.806451612903224,3.2967391304347826
3,0,23,0,335,16,0,3,2,1,2,25,15.795,0,19,19.705882352941178,0.658125
0,0,22,0,0,0,9,0,4,1,2,45,22.5,0,9,0.0,0.9782608695652174
2,0,21,0,860,23,7,9,2,1,1,25,71.235,0,39,35.833333333333336,3.2379545454545453
0,0,21,0,2860,52,0,19,3,1,1,30,116.48,0,71,53.9622641509434,5.294545454545455
0,0,14,0,1330,17,16,10,2,1,1,25,132.615,0,43,73.88888888888889,8.841000000000001
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,0,243,45.32330827067669,52.878571428571426
4,0,11,0,8568,162,61,36,4,1,1,45,370.75,0,259,52.56441717791411,30.895833333333332
0,0,12,1,2488,36,19,15,3,1,1,30,176.96,0,70,67.24324324324324,13.612307692307693
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,0,240,125.78125,162.37333333333333
0,1,5,0,1123,10,0,3,2,1,2,25,50.985,1,13,102.0909090909091,8.4975
4,0,40,0,4145,67,8,19,2,1,1,25,225.54,0,94,60.955882352941174,5.500975609756098
0,0,41,0,93,1,10,6,2,1,2,25,49.23,0,17,46.5,1.1721428571428572
6,0,39,0,2228,56,362,26,2,1,1,25,1731.78,0,444,39.08771929824562,43.2945
6,0,40,0,3973,62,4,37,2,1,1,25,199.575,0,103,63.06349206349206,4.867682926829268
0,0,40,0,2168,54,5,35,1,1,1,15,149.71,0,94,39.41818181818182,3.6514634146341467
7,0,40,1,3550,78,35,30,3,1,1,30,285.12,0,143,44.936708860759495,6.954146341463415
0,0,40,0,2135,35,288,20,3,1,1,30,1238.8,0,343,59.30555555555556,30.214634146341464
9,0,39,2,8890,117,147,45,3,1,1,30,948.28,0,309,75.33898305084746,23.707
3,0,40,0,13548,165,3,46,3,1,1,30,560.52,0,214,81.6144578313253,13.67121951219512
3,0,40,1,4290,79,5,27,3,1,1,30,194.76,0,111,53.625,4.750243902439024
2,0,40,0,5693,91,10,14,2,1,1,25,305.28,0,115,61.880434782608695,7.445853658536585
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,0,80,39.470588235294116,3.0858536585365854
21,0,40,3,14915,221,57,34,3,1,1,30,833.44,0,312,67.18468468468468,20.32780487804878
0,0,40,1,2870,23,486,10,3,1,1,30,2059.72,0,519,119.58333333333333,50.237073170731705
5,0,39,0,15260,178,153,32,2,1,1,25,1383.21,0,363,85.25139664804469,34.58025
0,0,39,1,6275,82,189,28,3,1,1,30,1010.28,0,299,75.60240963855422,25.256999999999998
0,0,39,0,650,10,3,13,2,1,2,25,43.2,0,26,59.09090909090909,1.08
0,0,40,0,485,10,16,10,2,1,2,25,94.275,0,36,44.09090909090909,2.299390243902439
0,0,39,0,0,0,3,0,2,1,2,25,13.5,1,3,0.0,0.3375
0,0,39,0,7283,123,387,45,2,1,1,25,2074.77,0,555,58.733870967741936,51.86925
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,0,213,74.43708609271523,12.790000000000001
4,0,39,1,6493,71,111,39,2,1,1,25,794.88,0,221,90.18055555555556,19.872
19,0,35,0,730,43,19,19,2,1,2,25,120.285,1,81,16.59090909090909,3.34125
17,0,38,8,10210,89,4,44,4,2,1,45,267.475,0,137,113.44444444444444,6.858333333333334
9,0,38,1,5593,94,29,26,2,1,1,25,386.415,1,149,58.873684210526314,9.908076923076923
0,0,36,0,2615,18,3,16,3,1,1,30,117.32,0,37,137.6315789473684,3.170810810810811
5,1,37,0,2765,37,12,18,2,1,2,25,180.09,1,67,72.76315789473684,4.73921052631579
5,0,38,0,2043,40,37,33,3,1,2,30,231.32,1,110,49.829268292682926,5.931282051282051
0,0,38,0,0,0,3,0,3,1,2,30,12.0,1,3,0.0,0.3076923076923077
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,0,32,65.5909090909091,1.8092307692307692
0,0,35,1,6560,93,17,24,4,1,1,45,208.825,0,134,69.7872340425532,5.800694444444444
0,1,38,0,403,3,12,6,4,1,2,45,40.15,1,21,100.75,1.0294871794871794
0,0,38,1,0,0,7,0,5,1,1,55,10.5,0,7,0.0,0.2692307692307692
21,0,33,3,15850,234,3,82,2,1,1,25,737.28,0,319,67.44680851063829,21.68470588235294
2,0,36,3,6740,112,274,35,2,2,1,25,1541.34,0,421,59.64601769911504,41.65783783783784
0,0,38,0,3493,78,5,30,2,1,1,25,183.195,0,113,44.21518987341772,4.697307692307692
0,0,37,0,1440,40,41,22,3,1,2,30,223.2,0,103,35.1219512195122,5.873684210526315
2,0,38,0,2555,49,178,25,2,1,1,25,918.18,0,252,51.1,23.54307692307692
0,0,29,1,1090,32,196,13,2,2,1,25,932.49,0,241,33.03030303030303,31.083000000000002
0,0,28,0,1343,35,33,70,4,1,1,45,116.95,0,138,37.30555555555556,4.0327586206896555
7,0,29,0,475,21,13,9,2,1,2,25,80.82,0,43,21.59090909090909,2.694
0,0,28,0,600,6,24,5,4,1,2,45,75.15,0,35,85.71428571428571,2.591379310344828
6,0,27,0,1000,28,22,15,2,1,1,25,145.26,0,65,34.48275862068966,5.187857142857142
0,0,27,0,3000,57,11,25,3,1,1,30,166.28,0,93,51.724137931034484,5.938571428571429
0,0,20,0,1470,22,31,16,2,1,1,25,206.64,0,69,63.91304347826087,9.84
12,0,19,1,6168,137,88,44,1,2,1,15,830.775,0,269,44.69565217391305,41.53875
8,0,17,0,8708,167,76,42,4,1,1,45,411.875,0,285,51.833333333333336,22.881944444444443
4,0,18,3,2628,41,34,21,3,1,1,30,242.76,0,96,62.57142857142857,12.776842105263157
0,0,11,1,4165,36,218,12,3,1,1,30,1040.04,0,266,112.56756756756756,86.67
0,1,11,1,1263,15,3,9,3,1,1,30,63.12,1,27,78.9375,5.26
2,0,32,0,3985,63,0,11,2,1,1,25,182.16,0,74,62.265625,5.52
4,0,31,0,2068,52,342,18,2,1,1,25,1634.4,0,412,39.0188679245283,51.075
4,0,32,0,3813,58,0,29,1,1,1,15,212.905,0,87,64.62711864406779,6.451666666666667
0,0,32,0,2008,50,0,27,1,1,1,15,113.19,0,77,39.372549019607845,3.4299999999999997
5,0,32,0,3390,74,15,22,2,1,1,25,223.38,0,111,45.2,6.769090909090909
0,0,32,0,1975,31,268,12,3,1,1,30,1152.24,0,311,61.71875,34.916363636363634
7,0,31,0,8730,113,127,37,3,1,1,30,861.72,0,277,76.57894736842105,26.92875
1,0,32,0,13388,161,0,38,3,1,1,30,541.96,0,199,82.64197530864197,16.423030303030306
1,0,32,0,4130,75,0,19,3,1,1,30,168.2,0,94,54.3421052631579,5.096969696969697
0,0,32,0,5533,87,0,6,2,1,1,25,252.9,0,93,62.875,7.663636363636364
3,0,32,0,1853,46,0,11,3,1,2,30,75.96,0,57,39.42553191489362,2.3018181818181818
19,0,32,1,14755,217,37,26,3,1,1,30,746.88,0,280,67.68348623853211,22.632727272727273
0,0,32,0,2710,19,466,2,3,1,1,30,1973.16,0,487,135.5,59.79272727272728
3,0,31,0,15100,174,133,24,2,1,1,25,1285.83,0,331,86.28571428571429,40.1821875
0,0,31,0,6115,78,169,20,3,1,1,30,923.72,0,267,77.40506329113924,28.86625
0,0,31,0,490,6,0,5,2,1,2,25,22.32,0,11,70.0,0.6975
0,0,32,0,325,6,0,2,2,1,2,25,14.895,0,8,46.42857142857143,0.45136363636363636
0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,0,523,59.358333333333334,61.7934375
1,0,31,0,11080,146,0,41,3,1,1,30,449.04,0,187,75.37414965986395,14.0325
2,0,31,0,6333,67,91,31,2,1,1,25,697.5,0,189,93.13235294117646,21.796875
17,0,27,0,570,39,0,11,2,1,2,25,27.405,1,50,14.25,0.97875
15,0,30,6,10050,85,0,36,4,1,1,45,253.375,0,121,116.86046511627907,8.173387096774194
7,0,30,0,5433,90,9,18,2,1,1,25,289.035,1,117,59.7032967032967,9.323709677419355
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0,22,163.66666666666666,3.4055172413793104
3,1,29,0,2605,33,0,10,2,1,2,25,118.71,1,43,76.61764705882354,3.957
3,0,30,0,1883,36,17,25,3,1,2,30,144.76,1,78,50.891891891891895,4.669677419354838
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1,0,0.0,0.0
0,0,30,0,1283,17,0,5,3,1,1,30,52.0,0,22,71.27777777777777,1.6774193548387097
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0,105,71.11111111111111,5.79375
0,0,30,0,0,0,0,0,4,1,1,45,0.0,0,0,0.0,0.0
19,0,25,1,15690,230,0,74,2,1,1,25,716.4,0,304,67.92207792207792,27.553846153846152
0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,0,389,60.36697247706422,49.791724137931034
0,0,30,0,3333,74,0,22,2,1,1,25,153.315,0,96,44.44,4.945645161290322
0,0,29,0,1280,36,21,14,3,1,2,30,136.64,0,71,34.5945945945946,4.554666666666666
0,0,30,0,2395,45,158,17,2,1,1,25,820.8,0,220,52.06521739130435,26.47741935483871
0,0,21,0,930,28,176,5,2,2,1,25,835.11,0,209,32.06896551724138,37.959545454545456
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0,106,36.96875,2.992857142857143
5,0,21,0,315,17,0,1,2,1,2,25,14.94,0,18,17.5,0.6790909090909091
0,0,20,0,0,0,4,0,4,1,2,45,10.0,0,4,0.0,0.47619047619047616
4,0,19,0,840,24,2,7,2,1,1,25,47.88,0,33,33.6,2.394
0,0,19,0,2840,53,0,17,3,1,1,30,115.72,0,70,52.592592592592595,5.786
0,0,12,0,1310,18,11,8,2,1,1,25,109.26,0,37,68.94736842105263,8.404615384615385
10,0,11,0,6008,133,68,36,1,2,1,15,711.755,0,237,44.83582089552239,59.312916666666666
6,0,9,0,8548,163,56,34,4,1,1,45,357.775,0,253,52.1219512195122,35.777499999999996
2,0,10,1,2468,37,14,13,3,1,1,30,156.2,0,64,64.94736842105263,14.2
0,0,3,0,4005,32,198,4,3,1,1,30,953.48,0,234,121.36363636363636,238.37
0,0,3,0,1103,11,0,1,2,1,1,25,50.13,1,12,91.91666666666667,12.5325
8,0,42,0,4325,75,13,21,3,1,1,30,228.0,0,109,56.9078947368421,5.3023255813953485
0,0,43,0,273,9,15,8,2,1,2,25,80.19,0,32,27.3,1.8225
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0,459,37.04615384615385,37.30666666666667
10,0,42,0,4153,70,9,39,1,1,1,15,281.765,0,118,58.49295774647887,6.552674418604651
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0,109,37.26984126984127,4.361627906976745
